,Unnamed: 0,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,Clasificación,Aleatorio 1,Aleatorio 2,Unnamed: 0_sqrt,ID_sqrt,Acidez_ident,AcidoCitrico_exp,Azucar_raiz4,CloruroSodico_ident,Densidad_raiz4,pH_sqr,Sulfatos_cuarta,Alcohol_sqr,CalifProductor_ident,PrecioBotella_log,Beneficio_sqrt,Aleatorio 1_sqrt,Aleatorio 2_exp,Compra
10,10,0.5,-0.11,6.1,0.071,0.9978,3.35,0.5,6.8,3.0,4.23,R,Desc,2.0,0.0157109190887666,Desc,0.08774149099756867,0.17665601979461898,0.0744474451290179,0.06298542874374988,3.5591036460913466,15.358911479746617,1.3553789511696595,3.3629246057323403,1.3695187017659058,11.76089237896381,118.36922661544826,3.8810603236944097,2.3219872149573555,0.780379156661176,0.01,0.5508762202850318,1.8312962218280804,0
11,11,0.6,0.06,50.4,0.069,0.9964,3.3,0.46,3.9,4.0,4.77,B,Desc,3.0,0.0,Desc,0.07455350755584778,0.640504355639541,0.078017076943845,0.06630874112005752,3.6997757269645226,19.1004243273359,1.4817494032744765,3.3560826431570967,1.3636614424614575,11.215234217245603,111.72581680217236,1.2767167785366509,3.0959496199431404,0.9349654573263229,0.01,0.5077221817991303,8.967991933548694,0
12,12,0.76,0.33,-26.0,-0.195,0.9885,3.07,0.56,11.4,1.0,5.26,M,*,1.0,0.0,*,0.055060826892471604,0.45882627325977876,0.08143037825950311,0.07249978605976856,3.9248510563616037,27.003572735424093,1.2351065731855855,2.452943583224912,1.329104696411971,8.872139446595519,128.88439233230926,10.907481360124564,0.7740624049857849,1.057155100322484,1.0593292795939306,0.43618772043377046,4.813531994740533,1
13,13,0.24,0.24,-18.2,-0.182,1.00916,3.19,-1.01,9.8,2.0,3.06,M,*,3.0,0.0,*,0.4158649636231657,0.9328037622007367,0.08470624954576526,0.0739666237985647,3.19335623582109,24.05997418224024,1.2675809723049658,2.4974163399639964,1.4144792426847943,10.060407640491404,5.24474049429459,8.060671490881248,1.54802480997157,0.33062902770092856,1.086532351010562,1.2000312091957692,24.404322886844874,1
14,14,0.35,0.67,4.2,0.333,0.98345,3.19,1.7,6.2,3.0,2.52,B,Desc,2.0,0.0,Desc,0.1717286152857429,0.7508165348895145,0.08786006442481921,0.07681631565657918,3.348095524781583,41.76248993049543,1.3491094144592943,4.259221703089281,1.3055175899475246,10.060407640491404,495.1054877901782,3.226414890931815,2.3219872149573555,0.026658904082694793,1.3379973220269625,0.7709692590623252,13.085056082999667,1
15,15,0.17,0.34,15.6,0.044,0.99752,3.06,0.01,9.1,2.0,1.05,R,**,2.0,0.0157109190887666,**,0.21414170081327755,0.7065564122265393,0.09090452755147613,0.08090286597760435,3.0948857792098665,27.352107278778377,1.385491344251167,3.2705581109665487,1.3683532569019237,8.776486858054971,54.669431945607265,6.950310529145807,1.54802480997157,-3.384925135608284,1.586401327560335,0.8609943725437719,11.244554709680841,1
16,16,0.11,0.27,13.2,0.036,0.99408,1.95,0.02,13.0,2.0,2.1,B,****,2.0,0.0157109190887666,****,0.3348301650568848,0.6298318188906376,0.0938502815018729,0.08479269482525725,3.010482530685961,25.00367511307921,1.3780690052646216,3.2431902606655734,1.353785645788294,1.381577848515262,55.62638793574845,14.18398438652289,1.54802480997157,-0.2967040742813875,1.6247779015856652,1.0767416989592222,8.646108476979828,1
17,17,-0.28,-1.2,16.2,0.048,0.9972,3.3,0.52,2.1,1.0,1.26,R,Desc,1.0,0.0157109190887666,Desc,0.03486920823605,0.5385543121265752,0.09670634698200894,0.09324000374224367,2.4618614152805756,3.7955789103227167,1.3873284141229858,3.2842420361170364,1.3670176631494373,11.215234217245603,121.79989159475453,0.37022848418503745,0.7740624049857849,-1.7386533232793995,0.01,0.3468667465658311,6.324887791108781,0
18,18,1.17,-0.09,1.5,0.027,0.99,3.3,0.33,12.5,3.0,1.56,R,**,3.0,0.0,**,0.18807117049610844,0.6249836435546566,0.0994804491105082,0.09663449523949826,4.501606587941624,15.757944415012673,1.3400468681264748,3.2124014290769765,1.3358745634157903,11.215234217245603,92.0514384770607,13.113918746157152,2.3219872149573555,-0.9717030211050853,1.6941535753056367,0.8068480282451878,8.503729053460921,1
19,19,1.035,-1.11,6.0,0.073,1.03291,3.37,0.68,9.9,5.0,1.31,B,Desc,2.0,0.0157109190887666,Desc,0.4265982842578684,0.04508065218337731,0.10217926386431024,0.09773979807447435,4.311699278762837,4.259946016633584,1.3550511391310849,3.3697665683075844,1.4966481130152776,11.982784616982691,152.00035503479018,8.226008440995429,3.8699120249289254,-1.5628544299962286,0.01,1.215423719410978,1.166946537198672,0
20,20,1.65,0.74,9.2,-0.002,0.9893,3.04,2.16,9.7,3.0,3.2,R,*,3.0,0.0314218381775333,*,0.06904191044093133,0.7638266313127333,0.10480860733964571,0.10204135415322653,5.176832576132867,45.68496829533228,1.365425189306608,3.113192971735941,1.332728127736256,8.58673695525884,766.0240315066296,7.897013029662201,2.3219872149573555,0.3963758331609217,1.399597410791087,0.4885589009033586,13.681289943561325,1
21,21,0.47,0.3,41.7,-0.058,0.9976,1.33,1.9,9.4,4.0,3.28,R,Desc,1.0,0.0157109190887666,Desc,0.0220756301021533,0.2710050109169658,0.10737358325537973,0.10308870168389264,3.516902021829394,25.9843906907387,1.4594307018891877,2.921618019629114,1.3686865450134846,0.03140012824292898,602.0887206842237,7.416108579375892,3.0959496199431404,0.4320915552205472,0.01,0.27568088863123535,2.5298515454317627,0
22,22,0.34,0.46,4.7,0.029,1.00111,1.42,1.74,17.3,2.0,3.91,B,**,2.0,0.0,**,0.7939642882695864,0.9283393142403571,0.1098786994358946,0.10412551499184537,3.3340283166942655,31.902561324726822,1.350767768867724,3.21924339165222,1.383075713339698,0.10374936262720559,515.2594628081043,25.11874943344941,1.54802480997157,0.6760551395772371,1.638690102071464,1.6582521259591616,24.034011230358843,1
23,23,0.14,-1.03,7.9,-0.379,1.0241,3.26,-0.38,13.7,2.0,2.37,B,**,2.0,0.0,**,0.1578319313432507,0.6262371797239739,0.11232796089285868,0.10515210568392437,3.052684154947914,4.720202199918344,1.3612393095087831,1.8234830263024795,1.4677617335436453,10.788039333580874,26.000382137960326,15.752572816630671,1.54802480997157,-0.07723003011665165,1.6167743248201851,0.7390912555547289,8.54031613428629,1
24,24,1.75,0.36,52.3,0.075,1.02917,3.34,1.85,13.5,4.0,1.64,MM,*,3.0,0.0,*,0.9967907665404012,0.2725723631624536,0.11472494500748863,0.10616877030092045,5.317504657006043,28.062730011877367,1.4864917628022942,3.376608530882828,1.4845908899332991,11.650723897096853,573.8603085816535,15.296012249267052,3.0959496199431404,-0.8382046595356072,0.8034035726665607,1.8580595290349047,2.5434683968722247,1
25,25,0.36,0.5,-38.8,-0.291,1.00091,3.87,0.45,8.8,2.0,3.81,R,*,2.0,0.0,*,0.7796301499768643,0.17388985550187042,0.1170728628487191,0.10717579131807713,3.3621627328689008,33.581787243244655,1.1754983880577534,2.124529379613208,1.3822678165742,18.204042757609145,110.10960618194255,6.4996188789719564,1.54802480997157,0.6410883517715633,1.312300957110267,1.6432124237453078,1.8140287065671785,1
26,26,0.19,0.26,54.0,0.039,0.98998,3.32,-0.68,12.1,1.0,2.9,R,**,1.0,0.0157109190887666,**,0.49625275941347213,0.17538662393109616,0.11937460962959802,0.10817343806176358,3.123020195384502,24.685065493758316,1.4906967876820723,3.2534532045284394,1.3357849733537863,11.431942207647916,13.126958159781069,12.28807903397702,0.7740624049857849,0.2497829813411323,1.1850399377284524,1.3109294110520533,1.8233518267290763,1
27,27,0.24,2.32,1.4,-0.356,1.03659,3.11,0.39,9.9,2.0,2.14,M,*,1.0,0.0,*,0.6422412843418782,0.4598281279306061,0.12163280656485165,0.11014162526944576,3.19335623582109,346.5487588788624,1.3397076691888519,1.9021655959177837,1.5082340775294865,9.2599340483743,100.77744297091476,8.226008440995429,1.54802480997157,-0.260990712452195,0.01,1.4913872674994502,4.830076842216767,0
28,28,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2.0,1.28,B,*,1.0,0.0,*,0.17374694842417437,0.03627315052513491,0.1238498358556302,0.11111264587994213,3.3621627328689008,24.685065493758316,1.3780690052646216,3.2945049799799024,1.3686865450134846,8.213458246806464,456.5769056623175,9.789572992304217,1.54802480997157,-1.6645859924951465,1.375052682835939,0.7754901975461967,1.132271350016501,1
29,29,1.63,1.0,1.9,0.846,0.96939,2.28,1.66,4.0,9.0,3.23,B,Desc,3.0,0.0157109190887666,Desc,0.23653007458990327,0.01595537202111552,0.12602787013232528,0.116769323108081,5.148698159958232,63.76494313284324,1.3414010945886234,6.014185103639322,1.2320784749398221,2.9128516425579614,475.5486058520271,1.3430228838377616,6.9657616448720665,0.4099191532183071,0.01,0.9049110419438343,1.0561594232123477,0
30,30,0.42,0.32,2.5,0.601,0.99639,3.32,1.99,15.6,4.0,1.6,R,Desc,1.0,0.0,Desc,0.6816489970879864,0.8992913831131608,0.1281688973921293,0.11768567150067846,3.4465659813928062,26.659479397519654,1.3434247761134726,5.176044688171954,1.3636193326179498,11.431942207647916,655.509119650287,20.42475674116486,3.0959496199431404,-0.9027277660450487,0.01,1.5364710110259698,21.75804290295947,0
31,31,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3.0,1.0,B,**,2.0,0.0,**,0.7959681410916569,0.6977413109702433,0.1302747422462922,0.11859493974875998,3.24962506817036,40.186269617148525,1.1313837608332478,4.8715773535736036,1.3670176631494373,19.74665105608297,4.472076643935453,7.103898056994031,2.3219872149573555,-9.210340371976182,1.399597410791087,1.660343760165008,10.910144856998338,1
32,32,0.28,0.35,2.1,0.487,0.95511,3.26,2.14,9.2,2.0,1.32,M,Desc,3.0,0.0157109190887666,Desc,0.14910601522104738,0.16489842427395052,0.13234708412338209,0.12128184986365853,3.24962506817036,27.705140350127508,1.3420766725892312,4.7860528213830555,1.1409267277349386,10.788039333580874,752.3456330310786,7.103898056994031,1.54802480997157,-1.531120645619025,1.2873514562170432,0.7183519757048281,1.7590173939241447,1
33,33,0.44,0.22,4.3,0.026,1.02618,3.26,0.53,5.8,2.0,1.31,M,*,1.0,0.0314218381775333,*,0.5749598532302931,0.6458607503309608,0.1343874729451577,0.12304052999416015,3.474700397567441,23.450711840178794,1.3494415746973725,3.2089804477893544,1.474735794774664,10.788039333580874,123.54292230243513,2.823554380326154,1.54802480997157,-1.5628544299962286,1.3844543664049265,1.4110900166445446,9.13402949496048,1
34,34,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,5.8,2.0,1.0,M,*,1.0,0.0157109190887666,*,0.5640283272061597,0.5124943319293606,0.13639734269115802,0.12391050996057601,3.179289027733772,30.307303530507937,1.321702907919211,3.4416071753476447,1.366139047710949,13.357685725075187,202.29172848922448,2.823554380326154,1.54802480997157,-9.210340371976182,0.9614340489443013,1.397608150602266,5.784831691242573,1
35,35,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2.0,3.32,M,*,1.0,0.0,*,0.9050722192941676,0.8041547580655156,0.13837802318949755,0.12733100293516664,3.123020195384502,29.921112364736196,1.1859080863287508,3.2774000735417927,1.359431007970032,9.556223459705787,470.7512826651062,8.060671490881248,1.54802480997157,0.4494821787077541,1.1891377794615356,1.7705012843364074,15.707672936377222,1
36,36,-0.68,0.62,-11.4,0.056,0.99755,4.12,-0.34,9.7,1.0,1.86,MM,Desc,3.0,0.0157109190887666,Desc,0.8915079368528432,0.5307241948100605,0.14033075040936974,0.1281718641743258,1.8991730917878726,39.16864671530311,1.2939859133602647,3.3116098864180117,1.3684782684816525,21.800695041976052,28.247702418499472,7.897013029662201,0.7740624049857849,-0.5427995980015115,0.01,1.7571819805348265,6.157524713557912,0
37,37,-0.06,-1.57,-41.4,0.314,0.99977,2.51,0.49,16.7,3.0,5.42,R,***,3.0,0.0157109190887666,***,0.23471622359662447,0.7063672113901793,0.14225667548161228,0.12983725074420827,2.7713399932015625,2.3615882450374706,1.1622144956654243,4.194223058624464,1.377635532459923,4.313968621276813,116.68132981214237,23.406655996750636,2.3219872149573555,1.094024378418362,1.421439390544344,0.9014326741601406,11.237270650143182,1
38,38,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5.0,1.13,M,*,1.0,0.0,*,0.2322959070529168,0.6297624273911144,0.1441568726343092,0.13066198428870127,3.615372478440617,18.379526773851953,1.4779730106311026,3.4416071753476447,1.3711784791920827,20.033864814070665,178.0946205021351,7.103898056994031,3.8699120249289254,-2.4312316980293684,1.0407989740963273,0.8967702933261521,8.644053891462153,1
39,39,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2.0,3.1,MM,*,3.0,0.0,*,0.30141564450462655,0.21363704958732832,0.14603234619880753,0.1314815446962319,3.19335623582109,19.1004243273359,1.3410629224583748,6.130498467418468,1.2705975481525555,23.33008028901283,3.788103908498391,12.492021228679347,1.54802480997157,0.3498590211104461,0.7767227825536893,1.0215800242692183,2.0785710219868996,1
40,40,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2.0,2.17,B,****,3.0,0.0,****,0.5158647383148022,0.4843206576185285,0.14788403681585136,0.13391013392587667,3.19335623582109,51.93605547440235,1.356360962802273,3.2842420361170364,1.3551607063752875,3.9860488594546606,127.08503999899513,9.253278408478389,1.54802480997157,-0.2350185548124444,1.9353983425987578,1.3365894107270553,5.252725218816502,1
41,41,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2.0,1.49,M,***,2.0,0.0,***,0.06321303511072296,0.26895267484461616,0.14971282695071847,0.13470993439792187,3.0948857792098665,25.9843906907387,1.49559875040668,3.2363482980903298,1.3426312878483047,14.073131216250923,116.68132981214237,2.7270354749125807,1.54802480997157,-1.1051966652883465,1.0820459996050453,0.4674384909056315,2.512131413775145,1
42,42,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2.0,1.35,B,***,2.0,0.0,***,0.48055591037705714,0.16197568662815653,0.15151954580911237,0.13708134007891595,3.19335623582109,4.90534201661437,1.4643924939940782,3.267137129678927,1.4955320777074659,20.323152271104988,60.60097407122928,8.561717807909202,1.54802480997157,-1.4415481164722597,1.701793274403276,1.2900242192121387,1.7414972774259128,1
43,43,0.645,0.33,-16.8,0.417,0.99082,4.14,0.58,16.9,2.0,1.32,R,***,3.0,0.0314218381775333,***,0.7154050698163316,0.38268189496007887,0.15330497373152446,0.13786274426137693,3.7630781633574517,27.003572735424093,1.2731526766649268,4.546584131249522,1.3395323359404838,22.10242469329014,132.5403508460358,23.97063985340301,1.54802480997157,-1.531120645619025,1.29488678303806,1.5740626528036468,3.7085599478454427,1
44,44,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4.0,2.65,R,*,2.0,0.0,*,0.5485967170178586,0.74780210092439,0.15506984613214564,0.141705146492672,2.2086516697088596,15.757944415012673,1.346108872721392,3.4484491379228883,1.4013561536158972,14.683592473176283,283.2236890789807,27.800187588919286,3.0959496199431404,0.10871618558454221,1.0745271228355227,1.3783518737175786,12.950658856856537,1
45,45,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5.0,2.0,R,Desc,1.0,0.0,Desc,0.02878247233086617,0.5449225526619965,0.15681485703870993,0.14544607533289175,4.895488414386516,4.66005496879203,1.340385809680651,3.2739790922541707,1.3591759228249303,22.8658212549044,4.051508579582606,3.9960426069544885,3.8699120249289254,-0.39200080000524884,1.0850389616424472,0.31501152577254693,6.4643530019226745,1
46,46,0.04,-0.22,-9.7,0.628,0.99413,3.04,-0.72,11.0,4.0,4.63,M,Desc,3.0,0.0157109190887666,Desc,0.018083686227827966,0.4005944269876528,0.15854066228162084,0.14764514283267235,2.912012074074738,13.338139024021089,1.3003408586866299,5.268411182937745,1.3540007752865895,8.58673695525884,11.870295534837279,10.15549515933045,3.0959496199431404,0.8971246182995855,0.01,0.24934308358812585,3.9431993694558627,0
47,47,-0.88,0.26,6.8,0.298,0.96461,3.33,0.32,5.6,1.0,1.39,R,Desc,1.0,0.0157109190887666,Desc,0.6671462287022449,0.9632244349153992,0.16024788237389803,0.14837092255400525,1.617828930041521,24.685065493758316,1.3576670027799391,4.139487358022514,1.2038323733072542,11.541073839991554,90.65414338976295,2.6321950583941436,0.7740624049857849,-1.33337788902841,1.2898681230439721,1.5200348661208394,27.084139041275048,1
48,48,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3.0,3.66,MB,***,2.0,0.0,***,0.9830301309211636,0.16597700038061358,0.16193710511782763,0.1490931692498789,3.123020195384502,7.684294712579927,1.376820222158528,3.301346942555146,1.3694355543342258,20.323152271104988,596.3615165662569,0.6119656487439843,2.3219872149573555,0.5862329614342215,1.6475716264310807,1.8451880030347376,1.7655272621755462,1
49,49,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4.0,1.46,B,*,1.0,0.0,*,0.07212985934549643,0.19308394879673318,0.16360888796934683,0.15405411490478668,4.0444223251038025,17.914108422053232,1.2368351339017702,3.7084437157821535,1.4134216008543647,11.431942207647916,118.36922661544826,10.15549515933045,3.0959496199431404,-1.1683558726366126,1.0470121826042156,0.49938598903252684,1.9372862917419895,1
50,50,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3.0,1.95,M,***,2.0,0.0,***,0.8618952357942109,0.30335982186764576,0.16526376018713232,0.1554424499098944,3.1089529872971844,26.319770672953254,1.4335522436947505,3.858966892437518,1.1903253129914373,17.79421832347472,36.567335322475785,9.789572992304217,2.3219872149573555,-0.44328630527105395,1.217436524120051,1.7277473675422448,2.8263125199658776,1
51,51,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1.0,2.09,M,Desc,1.0,0.0,Desc,0.3009562787201313,0.2645411681833584,0.1669022247898868,0.15613198804676906,1.6881649704781092,10.18906676493072,1.3430881306750189,2.6513604979069827,1.3447439459447206,10.682536674568839,71.54338597647094,9.077870524993386,0.7740624049857849,-0.30583532351781,1.1531394621951916,1.0208009189312535,2.4744609105125703,1
52,52,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2.0,1.98,B,*,1.0,0.0,*,0.9739006329566193,0.5179372290690611,0.1685247603423236,0.15750200826125688,3.4606331894801237,27.705140350127508,1.4026566080819438,4.7928947839583,1.103698791178472,11.982784616982691,118.36922661544826,18.13608498715698,1.54802480997157,-0.4122004870438695,1.3774091199041598,1.8365986081843424,5.893680568088543,1
53,53,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3.0,2.02,M,Desc,3.0,0.0,Desc,0.5797789858866216,0.6160911685945841,0.17013182258784373,0.15818256877347592,3.19335623582109,26.319770672953254,1.3777571277338663,3.2910839986922804,1.0986609242209615,8.681352694276073,123.54292230243513,9.077870524993386,2.3219872149573555,-0.3722010745542509,1.1489132320330195,1.416992721329251,8.248644412492116,1
54,54,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0.0,1.13,M,***,2.0,0.0,***,0.9872638475950782,0.9535990350170915,0.1717238459436698,0.16087602336445483,3.9600190765798975,47.47686328154875,1.3156539652082107,1.2692840577077293,1.3350227290162977,17.93030804342454,14.132998718585629,10.340973976186273,0.0001,-2.4312316980293684,1.3891313468133035,1.8491577108527502,26.205837067083586,1
55,55,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3.0,4.02,R,**,3.0,0.0,**,0.013399180200634908,0.7907684734805788,0.17330124487235848,0.16418071500877449,3.0667513630352317,109.2706786183018,1.450690604340495,3.2500322232408174,1.4138373861027425,31.75464366668262,106.92985268804325,13.324574896440026,2.3219872149573555,0.7131570371914142,1.5217105764366663,0.214347798885328,15.003785342664901,1
56,56,-0.2,1.73,2.0,0.124,0.99516,2.69,0.4,16.0,5.0,2.89,R,Desc,3.0,0.0157109190887666,Desc,0.4989033543357484,0.3415389271374677,0.17486441514194037,0.16613197932105495,2.5743990799791168,162.61481379622697,1.3417390111488368,3.544236613976302,1.3584098044256243,5.601793689499618,102.289975565139,21.485584898664136,3.8699120249289254,0.2445063363935453,0.01,1.314426683199768,3.2211317675453985,0
57,57,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2.0,2.03,M,**,1.0,0.0157109190887666,**,0.08667716922867108,0.18855309450335478,0.17641373498556331,0.16806059004261062,2.1523828373595895,30.307303530507937,1.4472037434992986,3.215822410364598,1.2580767446806405,25.233774653995724,913.2984946472621,10.71696707658333,1.54802480997157,-0.3624463082746318,1.2372536978800257,0.5475197074179681,1.9074560002882566,1
58,58,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3.0,4.09,M,Desc,2.0,0.0,Desc,0.8530907101024029,0.6050512457428934,0.17794956617025087,0.16869856070197173,2.26492050205813,166.83963575398215,1.3479449173562177,4.987890717352749,1.1549033760372507,1.7859813627557983,607.857077334906,11.686323383240863,2.3219872149573555,0.7360701864672202,0.7271239551811695,1.7188985838953619,7.9425799726675566,1
59,59,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2.0,1.8,M,***,2.0,0.0,***,0.5664628260763463,0.4559414432634544,0.17947225498333771,0.16996731832269824,4.825152373949928,144.88853974698242,1.386104512699175,3.3150308677056337,1.4826617602222938,1.6592168484862369,505.10708951803696,7.103898056994031,1.54802480997157,-0.615107353531501,0.9253390723138372,1.4006218536253983,4.766207143687296,1
60,60,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3.0,2.75,R,**,1.0,0.0,**,0.1696804629869737,0.14976303575337402,0.1809821331442088,0.17185289252773264,3.8685822240123335,34.015226662410505,1.3560338626040669,2.836093487438566,1.1402070785210545,16.0722286174379,237.33725997102133,10.907481360124564,2.3219872149573555,0.16755155996600463,1.7561874718857693,0.7663542637920772,1.6701576865494416,1
61,61,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3.0,1.14,M,Desc,1.0,0.0,Desc,0.91130281218724,0.014249415150933475,0.18247951864812614,0.17247683649578813,4.318732882806495,22.56562360845573,1.4636124028225612,3.2910839986922804,1.4372054135036838,9.064999897961593,1406.4255128792852,11.09967413256093,2.3219872149573555,-2.3572049640426087,1.1347121219218415,1.7765858810702753,1.0500065455048182,1
62,62,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3.0,1.56,R,**,2.0,0.0,**,0.7873513473818587,0.1965167862015651,0.18396471654824395,0.1743352703842049,3.123020195384502,72.48991840074932,1.3717907985832625,3.3287147928561214,1.2883375531570722,8.121434631597515,26.000382137960326,7.259164073737394,2.3219872149573555,-0.9717030211050853,1.3135359924809604,1.65133069849304,1.9601976823499025,1
